Final State Abbreviation Standard,Final County,CNT
CA,Glenn County,3
CA,Nevada County,329
CA,Nevada County,77
CA,Plumas County,19
CA,Butte County,253
CA,Nevada County,119
CA,Glenn County,13
CA,Sutter County,121
CA,Butte County,119
CA,Colusa County,13
CA,Sutter County,5
CA,Nevada County,91
CA,Nevada County,7
CA,Yuba County,468
CA,Yuba County,7
CA,Glenn County,232
CA,Butte County,691
CA,Butte County,687
CA,Butte County,1
CA,Butte County,26
CA,Butte County,171
CA,Colusa County,3
CA,Plumas County,61
CA,Butte County,403
CA,Butte County,1
#FIELD!,#FIELD!,31
CA,Yuba County,19
CA,Butte County,1
CA,Colusa County,4
CA,Sutter County,49
CA,Plumas County,2
CA,Plumas County,2
CA,Colusa County,39
CA,Glenn County,111
CA,Sutter County,745
CA,Sutter County,1
CA,Sutter County,409
CA,Shasta County,825
CA,Shasta County,681
CA,Shasta County,794
CA,Modoc County,5
CA,Shasta County,408
CA,Shasta County,8
CA,Lassen County,1
CA,Shasta County,59
CA,Siskiyou County,4
CA,Modoc County,1
CA,Shasta County,1
CA,Shasta County,1
CA,Shasta County,189
CA,Plumas County,25
CA,Tehama County,187
CA,Shasta County,160
CA,Siskiyou County,4
CA,Trinity County,8
CA,Siskiyou County,34
CA,Siskiyou County,10
CA,Shasta County,10
CA,Siskiyou County,19
CA,Shasta County,3
CA,Siskiyou County,1
CA,Tehama County,39
CA,Siskiyou County,6
CA,Siskiyou County,10
CA,Shasta County,1
CA,Trinity County,16
CA,Siskiyou County,10
CA,Trinity County,1
CA,Shasta County,5
CA,Trinity County,2
CA,Shasta County,4
CA,Siskiyou County,3
CA,Shasta County,16
CA,Trinity County,11
CA,Tehama County,44
CA,Modoc County,9
CA,Siskiyou County,19
CA,Siskiyou County,6
CA,Tehama County,6
CA,Tehama County,1
CA,Shasta County,7
CA,Siskiyou County,58
CA,Shasta County,4
CA,Siskiyou County,87
CA,Shasta County,2
CA,Shasta County,1
CA,Shasta County,29
CA,Tehama County,2
CA,Tehama County,602
CA,Shasta County,2
CA,Siskiyou County,1
CA,Siskiyou County,1
CA,Shasta County,2
CA,Shasta County,43
CA,Tehama County,3
CA,Trinity County,1
CA,Tehama County,11
CA,Trinity County,38
CA,Siskiyou County,89
CA,Shasta County,3
CA,Siskiyou County,194
ER,Acayucan County,1
CA,Modoc County,82
CA,Plumas County,9
CA,Modoc County,2
CA,Plumas County,4
CA,Plumas County,3
CA,Mono County,19
CA,Lassen County,22
CA,Modoc County,1
CA,Nevada County,1
CA,Lassen County,30
CA,Lassen County,20
CA,Modoc County,2
CA,Lassen County,11
CA,Sierra County,6
CA,Lassen County,1
CA,Alpine County,30
CA,Lassen County,6
CA,Plumas County,142
CA,Sierra County,4
CA,Lassen County,3
CA,Plumas County,2
CA,Lassen County,264
CA,Lassen County,3
CA,Siskiyou County,5
#FIELD!,#FIELD!,16
CA,Lassen County,10
CA,Lassen County,29
CA,Placer County,16
CA,Placer County,12
CA,Placer County,1
CA,Placer County,14
CA,Placer County,62
CA,Placer County,37
CA,Placer County,2
CA,El Dorado County,360
CA,El Dorado County,7
CA,El Dorado County,5
CA,Nevada County,1
CA,Nevada County,99
BY,Bamberg County,1
#FIELD!,#FIELD!,1
BY,Lichtenfels County,1
#FIELD!,#FIELD!,2
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
ER,#FIELD!,2
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,2
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
HI,Honolulu County,366
HI,Kauai County,10
HI,Hawaii County,51
HI,Kauai County,7
HI,Honolulu County,712
HI,Honolulu County,447
HI,Maui County,45
HI,Honolulu County,1
HI,Hawaii County,1
HI,Honolulu County,91
HI,Maui County,10
HI,Kauai County,6
HI,Kauai County,1
HI,Kauai County,8
HI,Honolulu County,42
HI,Hawaii County,1
HI,Hawaii County,8
HI,Hawaii County,808
HI,Hawaii County,8
HI,Kauai County,12
HI,Hawaii County,14
HI,Hawaii County,5
HI,Hawaii County,28
HI,Hawaii County,5
HI,Maui County,4
HI,Honolulu County,7
HI,Honolulu County,39
HI,Maui County,373
HI,Maui County,5
HI,Honolulu County,313
HI,Hawaii County,12
HI,Hawaii County,42
#FIELD!,#FIELD!,4
HI,Hawaii County,449
HI,Kauai County,15
HI,Hawaii County,78
HI,Honolulu County,405
#FIELD!,#FIELD!,4
HI,Kauai County,112
HI,Kauai County,1
HI,Maui County,13
HI,Hawaii County,186
HI,Hawaii County,29
HI,Kauai County,2
HI,Kauai County,18
HI,Maui County,185
HI,Kauai County,16
HI,Hawaii County,13
HI,Kauai County,54
HI,Maui County,2
HI,Honolulu County,8
HI,Hawaii County,15
HI,Maui County,177
HI,Honolulu County,51
HI,Maui County,20
HI,Hawaii County,2
HI,Kauai County,4
HI,Kauai County,175
HI,Maui County,1
HI,Maui County,97
HI,Kauai County,2
HI,Maui County,1
HI,Hawaii County,44
HI,Hawaii County,29
HI,Hawaii County,1
HI,Hawaii County,2
HI,Hawaii County,5
HI,Hawaii County,6
HI,Hawaii County,129
HI,Maui County,13
HI,Hawaii County,2
HI,Hawaii County,10
HI,Honolulu County,296
HI,Hawaii County,12
HI,Hawaii County,19
HI,Honolulu County,857
HI,Honolulu County,347
HI,Maui County,37
HI,Honolulu County,56
HI,Honolulu County,709
HI,Maui County,296
#FIELD!,#FIELD!,1
HI,Honolulu County,87
HI,Kauai County,21
HI,Honolulu County,740
#FIELD!,#FIELD!,20
HI,Honolulu County,1
HI,Honolulu County,5
HI,Honolulu County,530
HI,Honolulu County,377
HI,Honolulu County,382
HI,Honolulu County,245
HI,Honolulu County,746
HI,Honolulu County,716
HI,Honolulu County,569
HI,Honolulu County,48
HI,Honolulu County,440
HI,Honolulu County,1
HI,Honolulu County,1
HI,Honolulu County,115
HI,Honolulu County,400
HI,Honolulu County,2
HI,Honolulu County,3
HI,Honolulu County,17
HI,Honolulu County,4
HI,Honolulu County,4
HI,Honolulu County,1
HI,Honolulu County,14
HI,Honolulu County,28
#FIELD!,#FIELD!,117
HI,Honolulu County,53
HI,Honolulu County,3
HI,Honolulu County,63
HI,Honolulu County,1
HI,Honolulu County,53
#FIELD!,#FIELD!,2
ER,#FIELD!,1
ER,#FIELD!,22
#FIELD!,#FIELD!,5
ER,#FIELD!,107
#FIELD!,#FIELD!,23
#FIELD!,#FIELD!,2
#FIELD!,#FIELD!,50
ER,#FIELD!,1
ER,#FIELD!,15
ER,#FIELD!,1
OR,Wasco County,2
OR,Marion County,86
OR,Washington County,687
OR,Clackamas County,18
OR,Washington County,668
OR,Washington County,1072
OR,Washington County,430
OR,Washington County,424
OR,Clackamas County,139
OR,Clackamas County,5
OR,Clackamas County,174
OR,Hood River County,30
OR,Clackamas County,423
OR,Columbia County,57
OR,Clackamas County,16
OR,Columbia County,14
OR,Multnomah County,16
OR,Marion County,15
OR,Wasco County,3
OR,Clackamas County,24
OR,Clackamas County,103
OR,Multnomah County,226
OR,Marion County,45
OR,Clackamas County,167
OR,Clackamas County,8
OR,Sherman County,2
OR,Multnomah County,881
OR,Hood River County,126
OR,Marion County,45
OR,Sherman County,3
OR,Clackamas County,90
OR,Clackamas County,184
OR,Wasco County,8
OR,Clackamas County,221
OR,Sherman County,2
OR,Wasco County,14
OR,Hood River County,9
OR,Clackamas County,16
OR,Clackamas County,790
OR,Columbia County,106
OR,Clackamas County,12
OR,Sherman County,7
OR,Columbia County,315
OR,Columbia County,23
OR,Columbia County,15
OR,Clackamas County,192
OR,Columbia County,280
OR,Wasco County,490
OR,Multnomah County,458
OR,Washington County,401
OR,Wasco County,21
OR,Columbia County,40
OR,Sherman County,10
#FIELD!,#FIELD!,1
OR,Clackamas County,28
OR,Clackamas County,203
OR,Clackamas County,259
OR,Marion County,304
BY,#FIELD!,1
OR,Washington County,1
OR,Washington County,343
OR,Multnomah County,651
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
OR,Clackamas County,512
OR,Clackamas County,107
UC,#FIELD!,1
OR,Yamhill County,92
OR,Clatsop County,9
OR,Clatsop County,291
OR,Washington County,42
OR,Tillamook County,9
OR,Tillamook County,4
OR,Washington County,9
OR,Clatsop County,13
OR,Yamhill County,40
OR,Tillamook County,30
OR,Washington County,150
OR,Yamhill County,57
OR,Yamhill County,42
OR,Washington County,417
OR,Washington County,4
OR,Tillamook County,13
OR,Washington County,179
OR,Clatsop County,27
OR,Tillamook County,7
OR,Washington County,647
OR,Washington County,796
MA,#FIELD!,1
OR,Yamhill County,103
OR,Yamhill County,583
OR,Tillamook County,7
OR,Tillamook County,11
OR,Yamhill County,360
OR,Washington County,27
OR,Tillamook County,2
OR,Tillamook County,12
OR,Tillamook County,23
OR,Marion County,5
OR,Clatsop County,192
OR,Washington County,336
OR,Tillamook County,218
OR,Tillamook County,1
OR,Washington County,2
OR,Clatsop County,3
OR,Clatsop County,96
OR,Yamhill County,70
OR,Tillamook County,9
#FIELD!,#FIELD!,3
UC,#FIELD!,1
OR,Multnomah County,291
OR,Multnomah County,469
OR,Multnomah County,481
OR,Multnomah County,165
OR,Multnomah County,159
OR,Multnomah County,827
OR,Multnomah County,7
OR,Multnomah County,11
OR,Multnomah County,462
OR,Multnomah County,118
OR,Multnomah County,513
OR,Multnomah County,344
OR,Multnomah County,438
OR,Multnomah County,461
#FIELD!,#FIELD!,233
OR,Multnomah County,552
OR,Multnomah County,672
OR,Multnomah County,395
OR,Multnomah County,551
OR,Multnomah County,1000
OR,Multnomah County,118
OR,Clackamas County,624
OR,Multnomah County,681
OR,Multnomah County,452
OR,Multnomah County,307
TC,Prievidza District County,1
OR,Multnomah County,141
OR,Multnomah County,3
OR,Multnomah County,2248
OR,Multnomah County,1074
OR,Multnomah County,22
OR,Multnomah County,340
OR,Multnomah County,1136
OR,Multnomah County,771
OR,Multnomah County,2
OR,Multnomah County,207
OR,Multnomah County,1
BD,#FIELD!,1
OR,Multnomah County,2
OR,Multnomah County,1
OR,Multnomah County,1
OR,Multnomah County,914
OR,Clackamas County,565
OR,Multnomah County,1
OR,Multnomah County,1
OR,Multnomah County,1
OR,Multnomah County,1
OR,Multnomah County,1
OR,Multnomah County,2
OR,Marion County,1442
OR,Marion County,690
OR,Marion County,740
OR,Polk County,542
OR,Marion County,789
OR,Marion County,384
OR,Polk County,1
OR,Polk County,1
OR,Polk County,312
BY,Kitzingen County,1
UC,#FIELD!,1
OR,Linn County,615
OR,Linn County,751
OR,Benton County,2
OR,Marion County,78
OR,Benton County,6
OR,Linn County,33
OR,Linn County,1
OR,Benton County,605
OR,Benton County,18
OR,Benton County,213
OR,Linn County,1
OR,Linn County,1
OR,Polk County,450
OR,Lincoln County,38
OR,Lincoln County,8
OR,Polk County,20
OR,Linn County,19
OR,Marion County,12
OR,Polk County,46
OR,Linn County,29
OR,Linn County,4
OR,Polk County,199
OR,Marion County,87
OR,Linn County,491
OR,Lincoln County,1
OR,Linn County,28
OR,Linn County,95
OR,Polk County,170
OR,Marion County,26
OR,Lincoln County,1
OR,Lincoln County,196
OR,Lincoln County,29
OR,Lincoln County,204
OR,Lincoln County,44
OR,Benton County,56
OR,Polk County,7
OR,Marion County,1
OR,Linn County,51
OR,Marion County,8
OR,Lincoln County,6
OR,Linn County,3
OR,Yamhill County,126
OR,Lincoln County,14
OR,Marion County,141
#FIELD!,#FIELD!,1
OR,Marion County,171
OR,Marion County,1
OR,Marion County,14
OR,Linn County,272
OR,Lincoln County,11
OR,Linn County,36
OR,Lincoln County,2
OR,Lincoln County,136
OR,Marion County,57
OR,Lincoln County,33
OR,Yamhill County,46
OR,Lane County,1048
OR,Lane County,1302
OR,Lane County,211
OR,Lane County,487
OR,Lane County,399
OR,Curry County,1
OR,Lane County,164
OR,Coos County,107
OR,Lane County,6
OR,Lane County,13
OR,Coos County,1
OR,Curry County,201
OR,Douglas County,3
OR,Douglas County,67
OR,Lane County,4
OR,Coos County,575
OR,Coos County,101
OR,Lane County,230
OR,Lane County,100
OR,Douglas County,3
OR,Lane County,21
OR,Douglas County,2
OR,Lane County,4
OR,Douglas County,27
OR,Douglas County,4
OR,Lane County,23
OR,Lane County,18
OR,Lane County,202
OR,Douglas County,6
OR,Douglas County,20
OR,Douglas County,15
OR,Curry County,64
OR,Linn County,84
OR,Douglas County,9
OR,Lane County,171
OR,Coos County,44
OR,Curry County,1
OR,Lane County,2
OR,Lane County,21
OR,Lane County,11
OR,Lane County,11
OR,Lane County,267
OR,Benton County,35
OR,Douglas County,216
OR,Coos County,43
OR,Coos County,273
OR,Lane County,6
OR,Douglas County,61
OR,Lane County,45
OR,Curry County,83
OR,Coos County,6
OR,Douglas County,73
OR,Douglas County,44
OR,Douglas County,410
OR,Douglas County,467
OR,Douglas County,4
OR,Curry County,2
OR,Lane County,789
OR,Lane County,583
OR,Douglas County,173
OR,Lane County,1
OR,Douglas County,10
#FIELD!,#FIELD!,1
OR,Douglas County,7
OR,Lane County,92
OR,Lane County,25
OR,Lane County,4
OR,Lane County,1
OR,Lane County,3
OR,Lane County,3
OR,Douglas County,8
OR,Douglas County,137
OR,Josephine County,19
OR,Lincoln County,17
OR,Douglas County,34
OR,Jackson County,1068
OR,Jackson County,575
OR,Jackson County,330
OR,Jackson County,951
OR,Jackson County,162
OR,Jackson County,7
OR,Josephine County,51
OR,Jackson County,191
OR,Jackson County,65
OR,Josephine County,715
OR,Josephine County,734
OR,Josephine County,1
OR,Jackson County,117
OR,Josephine County,7
OR,Josephine County,16
OR,Josephine County,4
OR,Jackson County,57
OR,Jackson County,5
OR,Jackson County,81
OR,Josephine County,12
OR,Jackson County,39
OR,Jackson County,60
OR,Jackson County,4
OR,Josephine County,7
OR,Josephine County,8
OR,Klamath County,661
OR,Klamath County,750
OR,Klamath County,1
OR,Klamath County,5
OR,Klamath County,2
OR,Klamath County,37
OR,Klamath County,33
OR,Klamath County,3
OR,Klamath County,5
OR,Lake County,82
OR,Klamath County,5
OR,Klamath County,7
OR,Klamath County,1
OR,Lake County,1
OR,Lake County,13
OR,Lake County,9
OR,Klamath County,5
OR,Lake County,2
OR,Lake County,10
OR,Deschutes County,610
OR,Deschutes County,542
OR,Deschutes County,325
OR,Deschutes County,60
OR,Deschutes County,1
OR,Deschutes County,2
OR,Harney County,49
OR,Klamath County,3
OR,Klamath County,16
OR,Jefferson County,25
OR,Lake County,1
OR,Klamath County,2
OR,Harney County,25
OR,Deschutes County,173
OR,Jefferson County,244
OR,Wheeler County,4
OR,Crook County,1
OR,Crook County,19
OR,Crook County,350
OR,Deschutes County,555
OR,Harney County,1
OR,Deschutes County,53
OR,Deschutes County,81
OR,Jefferson County,15
#FIELD!,#FIELD!,3
OR,Umatilla County,506
#FIELD!,#FIELD!,1
OR,Umatilla County,4
OR,Gilliam County,10
OR,Umatilla County,13
OR,Baker County,187
OR,Grant County,1
OR,Morrow County,62
OR,Grant County,6
OR,Gilliam County,1
OR,Union County,5
OR,Grant County,2
OR,Umatilla County,17
OR,Union County,45
OR,Wallowa County,21
OR,Wheeler County,6
OR,Baker County,5
OR,Baker County,4
OR,Umatilla County,3
OR,Morrow County,24
OR,Umatilla County,397
OR,Morrow County,1
OR,Baker County,5
OR,Union County,3
OR,Morrow County,1
OR,Morrow County,50
OR,Grant County,33
OR,Wallowa County,9
OR,Grant County,1
OR,Union County,273
OR,Grant County,3
OR,Wallowa County,3
OR,Umatilla County,40
OR,Umatilla County,141
OR,Grant County,2
OR,Grant County,4
OR,Union County,7
OR,Umatilla County,17
OR,Grant County,13
OR,Baker County,1
OR,Grant County,1
OR,Umatilla County,69
OR,Union County,9
OR,Umatilla County,1
OR,Umatilla County,96
OR,Union County,25
OR,Wallowa County,6
OR,Umatilla County,18
OR,Malheur County,7
OR,Harney County,1
OR,Baker County,9
OR,Malheur County,6
OR,Malheur County,71
OR,Malheur County,350
#FIELD!,#FIELD!,1
OR,Malheur County,77
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
WA,King County,805
WA,King County,1551
WA,King County,1269
WA,King County,379
WA,King County,338
WA,King County,3330
WA,King County,188
WA,King County,156
WA,King County,1
WA,King County,40
WA,King County,231
WA,King County,682
WA,King County,6
WA,King County,27
WA,King County,65
WA,Snohomish County,96
WA,King County,255
WA,King County,304
WA,King County,849
WA,King County,168
WA,Snohomish County,271
WA,King County,251
WA,King County,180
WA,King County,114
WA,King County,682
WA,King County,721
WA,King County,1113
WA,King County,274
WA,King County,301
WA,Snohomish County,540
WA,Snohomish County,393
WA,King County,369
WA,King County,4
WA,King County,66
WA,King County,526
WA,Snohomish County,317
WA,King County,113
WA,Snohomish County,1
WA,King County,139
WA,King County,1
WA,#FIELD!,33
WA,King County,600
WA,King County,101
BC,Rimavská Sobota District County,1
WA,King County,366
WA,King County,477
WA,King County,424
WA,King County,471
WA,King County,394
WA,King County,1
WA,King County,1
WA,King County,226
WA,Kittitas County,7
WA,King County,45
WA,King County,260
WA,King County,1
WA,King County,100
WA,King County,83
#FIELD!,#FIELD!,1
WA,King County,56
WA,King County,2
WA,Snohomish County,589
WA,King County,632
WA,King County,2
WA,King County,365
WA,King County,248
WA,King County,378
WA,King County,350
WA,King County,493
WA,King County,378
WA,King County,234
WA,King County,408
WA,King County,395
WA,Kitsap County,355
WA,King County,1
WA,King County,141
WA,King County,5499
WA,King County,176
WA,King County,171
WA,King County,616
WA,King County,186
WA,King County,467
WA,King County,601
WA,King County,2
WA,King County,354
WA,King County,256
WA,King County,600
WA,King County,326
WA,King County,72
WA,King County,1
WA,King County,501
WA,King County,349
WA,King County,181
WA,King County,1
WA,King County,296
#FIELD!,#FIELD!,232
WA,King County,2
WA,King County,1
WA,King County,303
WA,King County,1011
WA,King County,39
WA,King County,1
WA,King County,84
WA,King County,425
WA,King County,1
WA,King County,806
#FIELD!,#FIELD!,1
WA,King County,1
WA,King County,4
WA,King County,2
WA,King County,665
WA,King County,92
WA,Snohomish County,718
WA,Snohomish County,748
WA,Snohomish County,1050
WA,Snohomish County,3
WA,Snohomish County,6
WA,Snohomish County,871
WA,Whatcom County,5
WA,Skagit County,187
WA,Snohomish County,672
WA,Whatcom County,833
WA,Whatcom County,528
WA,Whatcom County,3
WA,Whatcom County,2
WA,Whatcom County,274
WA,Whatcom County,151
WA,Whatcom County,1
WA,Skagit County,32
WA,Skagit County,371
WA,Skagit County,3
WA,Island County,26
WA,Skagit County,57
WA,Island County,55
WA,Whatcom County,29
WA,Snohomish County,32
WA,San Juan County,9
WA,Whatcom County,35
WA,San Juan County,31
WA,Whatcom County,66
WA,Whatcom County,231
WA,Island County,36
WA,San Juan County,43
WA,Snohomish County,57
WA,Snohomish County,150
WA,Island County,9
WA,Snohomish County,1
WA,Skagit County,56
WA,Snohomish County,409
WA,Snohomish County,1
WA,Island County,25
WA,San Juan County,34
WA,Whatcom County,4
WA,Skagit County,2
WA,Whatcom County,150
WA,Whatcom County,53
WA,Skagit County,3
WA,Snohomish County,760
WA,Snohomish County,626
WA,Snohomish County,303
WA,Skagit County,411
WA,Skagit County,154
WA,Snohomish County,199
WA,Whatcom County,3
WA,Island County,528
WA,Island County,32
WA,San Juan County,4
WA,San Juan County,4
WA,Whatcom County,3
#FIELD!,#FIELD!,116
WA,Skagit County,3
WA,Skagit County,269
WA,San Juan County,1
WA,Snohomish County,2
WA,King County,5
WA,Snohomish County,561
WA,Snohomish County,1
WA,Snohomish County,234
WA,Snohomish County,1
WA,Snohomish County,74
WA,Whatcom County,54
WA,Snohomish County,349
WA,Pierce County,8
WA,Pierce County,14
AC,#FIELD!,1
WA,Kitsap County,457
WA,Kitsap County,507
WA,Kitsap County,611
WA,Kitsap County,76
WA,Kitsap County,84
WA,Jefferson County,48
WA,Pierce County,317
WA,Kitsap County,2
WA,Pierce County,12
WA,Jefferson County,4
WA,Clallam County,4
WA,Pierce County,102
WA,Pierce County,119
WA,Pierce County,90
WA,Clallam County,47
WA,Pierce County,147
WA,Pierce County,13
WA,Pierce County,211
WA,Lewis County,7
WA,Kitsap County,231
WA,Pierce County,440
WA,Jefferson County,23
WA,Kitsap County,12
WA,Kitsap County,2
WA,Kitsap County,10
WA,Kitsap County,85
WA,Pierce County,37
WA,Clallam County,5
WA,Pierce County,5
WA,Pierce County,3
WA,Kitsap County,4
WA,Pierce County,181
WA,Lewis County,16
WA,Lewis County,20
WA,Clallam County,8
WA,Jefferson County,4
WA,Kitsap County,185
WA,Pierce County,158
WA,Lewis County,13
WA,Clallam County,321
WA,Clallam County,162
WA,Kitsap County,3
WA,Jefferson County,52
WA,Kitsap County,591
WA,Kitsap County,411
WA,Jefferson County,88
WA,Kitsap County,334
WA,Pierce County,512
WA,Pierce County,555
